email_id,sender,receiver,subject,body,date
256,settlements@bank.com,risk_mgmt@bank.com,Corporate Action Notification - Mandatory Event,"Attention Operations,

A corporate action has been announced for ISIN XX9378046036. Please find details attached.

Best,
tradingdesk@bank.com",2025-02-09 07:12:22
257,tradingdesk@bank.com,risk_mgmt@bank.com,Regulatory Compliance: Transaction Reporting,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T189790. Please review the attached report and advise on corrective action.

Regards,
settlements@bank.com",2025-02-11 07:12:22
258,tradingdesk@bank.com,risk_mgmt@bank.com,Dispute Resolution - Mismatched Settlement Date,"Dear Team,

Please confirm the settlement of trade ID T338497 for ISIN XX7420626975 with counterparty Investment Firm B. Settlement date: 2025-02-24.

Best regards,
custodian@financegroup.com",2025-02-01 07:12:22
259,custodian@financegroup.com,ops_team@bank.com,Urgent: Failed Settlement Alert,"Dear Risk Management,

Please ensure the reporting of trade T103730 under regulatory guidelines before 2025-02-23.

Thanks,
operations@clearinghouse.com",2025-01-29 07:12:22
260,operations@clearinghouse.com,traders@investmentfirm.com,Dispute Resolution - Mismatched Settlement Date,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T667734. Please review the attached report and advise on corrective action.

Regards,
settlements@bank.com",2025-02-08 07:12:22
261,custodian@financegroup.com,traders@investmentfirm.com,Request for SSI (Standard Settlement Instructions) Update,"Dear Team,

Please confirm the settlement of trade ID T666267 for ISIN XX7000908992 with counterparty Clearing House C. Settlement date: 2025-02-14.

Best regards,
tradingdesk@bank.com",2025-02-03 07:12:22
262,custodian@financegroup.com,ops_team@bank.com,Corporate Action Notification - Mandatory Event,"Hello,

Kindly process the settlement instruction for trade reference T850128 on settlement date 2025-02-15. Attached are the details.

Thanks,
operations@clearinghouse.com",2025-01-27 07:12:22
263,operations@clearinghouse.com,ops_team@bank.com,Collateral Movement Confirmation,"Dear Risk Management,

Please ensure the reporting of trade T846163 under regulatory guidelines before 2025-02-21.

Thanks,
settlements@bank.com",2025-01-20 07:12:22
264,settlements@bank.com,ops_team@bank.com,Collateral Movement Confirmation,"Attention Operations,

A corporate action has been announced for ISIN XX3765535585. Please find details attached.

Best,
settlements@bank.com",2025-01-26 07:12:22
265,operations@clearinghouse.com,traders@investmentfirm.com,Trade Amendment Request,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T647845. Please review the attached report and advise on corrective action.

Regards,
operations@clearinghouse.com",2025-02-14 07:12:22
266,operations@clearinghouse.com,traders@investmentfirm.com,Settlement Instruction - Equity Trade,"Dear Risk Management,

Please ensure the reporting of trade T413062 under regulatory guidelines before 2025-02-19.

Thanks,
settlements@bank.com",2025-02-03 07:12:22
267,tradingdesk@bank.com,traders@investmentfirm.com,Collateral Movement Confirmation,"Attention Operations,

A corporate action has been announced for ISIN XX3868430868. Please find details attached.

Best,
tradingdesk@bank.com",2025-01-23 07:12:22
268,tradingdesk@bank.com,compliance@bank.com,Request for SSI (Standard Settlement Instructions) Update,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T543500. Please review the attached report and advise on corrective action.

Regards,
custodian@financegroup.com",2025-02-07 07:12:22
269,tradingdesk@bank.com,compliance@bank.com,Request for SSI (Standard Settlement Instructions) Update,"Dear Risk Management,

Please ensure the reporting of trade T225026 under regulatory guidelines before 2025-02-23.

Thanks,
tradingdesk@bank.com",2025-01-22 07:12:22
270,operations@clearinghouse.com,compliance@bank.com,Regulatory Compliance: Transaction Reporting,"Hello,

Kindly process the settlement instruction for trade reference T510402 on settlement date 2025-02-18. Attached are the details.

Thanks,
custodian@financegroup.com",2025-01-23 07:12:22
271,operations@clearinghouse.com,risk_mgmt@bank.com,Regulatory Compliance: Transaction Reporting,"Dear Team,

Please confirm the settlement of trade ID T872464 for ISIN XX8424852949 with counterparty Bank A. Settlement date: 2025-02-19.

Best regards,
operations@clearinghouse.com",2025-02-07 07:12:22
272,custodian@financegroup.com,ops_team@bank.com,Collateral Movement Confirmation,"Dear Risk Management,

Please ensure the reporting of trade T985648 under regulatory guidelines before 2025-02-19.

Thanks,
custodian@financegroup.com",2025-02-17 07:12:22
273,tradingdesk@bank.com,ops_team@bank.com,Settlement Instruction - Equity Trade,"Hi Team,

The trade ID T234289 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
operations@clearinghouse.com",2025-02-11 07:12:22
274,settlements@bank.com,risk_mgmt@bank.com,Settlement Instruction - Equity Trade,"Hello,

Kindly process the settlement instruction for trade reference T511231 on settlement date 2025-02-14. Attached are the details.

Thanks,
tradingdesk@bank.com",2025-02-16 07:12:22
275,operations@clearinghouse.com,risk_mgmt@bank.com,Settlement Instruction - Equity Trade,"Hello,

Kindly process the settlement instruction for trade reference T203233 on settlement date 2025-02-15. Attached are the details.

Thanks,
operations@clearinghouse.com",2025-01-29 07:12:22
276,settlements@bank.com,compliance@bank.com,Corporate Action Notification - Mandatory Event,"Dear Risk Management,

Please ensure the reporting of trade T140656 under regulatory guidelines before 2025-02-19.

Thanks,
operations@clearinghouse.com",2025-02-16 07:12:22
277,custodian@financegroup.com,ops_team@bank.com,Request for SSI (Standard Settlement Instructions) Update,"Hi Team,

The trade ID T422160 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
settlements@bank.com",2025-02-15 07:12:22
278,settlements@bank.com,compliance@bank.com,Dispute Resolution - Mismatched Settlement Date,"Attention Operations,

A corporate action has been announced for ISIN XX6473338676. Please find details attached.

Best,
tradingdesk@bank.com",2025-02-09 07:12:22
279,tradingdesk@bank.com,traders@investmentfirm.com,Corporate Action Notification - Mandatory Event,"Dear Team,

Please confirm the settlement of trade ID T685142 for ISIN XX9764905906 with counterparty Clearing House C. Settlement date: 2025-02-24.

Best regards,
tradingdesk@bank.com",2025-01-23 07:12:22
280,tradingdesk@bank.com,traders@investmentfirm.com,Settlement Instruction - Equity Trade,"Dear Risk Management,

Please ensure the reporting of trade T161376 under regulatory guidelines before 2025-02-21.

Thanks,
custodian@financegroup.com",2025-02-09 07:12:22
281,operations@clearinghouse.com,traders@investmentfirm.com,Request for SSI (Standard Settlement Instructions) Update,"Hello,

Kindly process the settlement instruction for trade reference T463350 on settlement date 2025-02-09. Attached are the details.

Thanks,
tradingdesk@bank.com",2025-01-24 07:12:22
282,settlements@bank.com,compliance@bank.com,Dispute Resolution - Mismatched Settlement Date,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T858623. Please review the attached report and advise on corrective action.

Regards,
tradingdesk@bank.com",2025-02-02 07:12:22
283,tradingdesk@bank.com,traders@investmentfirm.com,Urgent: Failed Settlement Alert,"Hi Team,

The trade ID T277377 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
operations@clearinghouse.com",2025-02-16 07:12:22
284,settlements@bank.com,compliance@bank.com,Corporate Action Notification - Mandatory Event,"Dear Team,

Please confirm the settlement of trade ID T841741 for ISIN XX2256036065 with counterparty Clearing House C. Settlement date: 2025-02-14.

Best regards,
settlements@bank.com",2025-01-19 07:12:22
285,tradingdesk@bank.com,traders@investmentfirm.com,Corporate Action Notification - Mandatory Event,"Hi Team,

The trade ID T281436 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
tradingdesk@bank.com",2025-01-22 07:12:22
286,settlements@bank.com,risk_mgmt@bank.com,Collateral Movement Confirmation,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T139424. Please review the attached report and advise on corrective action.

Regards,
settlements@bank.com",2025-02-09 07:12:22
287,custodian@financegroup.com,ops_team@bank.com,Request for SSI (Standard Settlement Instructions) Update,"Attention Operations,

A corporate action has been announced for ISIN XX8347343500. Please find details attached.

Best,
settlements@bank.com",2025-02-04 07:12:22
288,tradingdesk@bank.com,ops_team@bank.com,Request for SSI (Standard Settlement Instructions) Update,"Attention Operations,

A corporate action has been announced for ISIN XX9046645129. Please find details attached.

Best,
custodian@financegroup.com",2025-02-01 07:12:22
289,custodian@financegroup.com,traders@investmentfirm.com,Trade Amendment Request,"Attention Operations,

A corporate action has been announced for ISIN XX5969955389. Please find details attached.

Best,
custodian@financegroup.com",2025-01-20 07:12:22
290,operations@clearinghouse.com,risk_mgmt@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Dear Team,

Please confirm the settlement of trade ID T913678 for ISIN XX9331231978 with counterparty Clearing House C. Settlement date: 2025-02-25.

Best regards,
custodian@financegroup.com",2025-01-31 07:12:22
291,operations@clearinghouse.com,ops_team@bank.com,Dispute Resolution - Mismatched Settlement Date,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T322409. Please review the attached report and advise on corrective action.

Regards,
tradingdesk@bank.com",2025-01-23 07:12:22
292,operations@clearinghouse.com,risk_mgmt@bank.com,Corporate Action Notification - Mandatory Event,"Hi Team,

The trade ID T611635 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
custodian@financegroup.com",2025-02-04 07:12:22
293,operations@clearinghouse.com,compliance@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Dear Risk Management,

Please ensure the reporting of trade T253496 under regulatory guidelines before 2025-02-21.

Thanks,
tradingdesk@bank.com",2025-01-19 07:12:22
294,operations@clearinghouse.com,risk_mgmt@bank.com,Corporate Action Notification - Mandatory Event,"Hi Team,

The trade ID T458116 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
custodian@financegroup.com",2025-01-27 07:12:22
295,tradingdesk@bank.com,compliance@bank.com,Corporate Action Notification - Mandatory Event,"Dear Risk Management,

Please ensure the reporting of trade T195112 under regulatory guidelines before 2025-02-19.

Thanks,
settlements@bank.com",2025-02-05 07:12:22
296,settlements@bank.com,traders@investmentfirm.com,Trade Confirmation for ISIN XX1234567890,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T782760. Please review the attached report and advise on corrective action.

Regards,
custodian@financegroup.com",2025-02-06 07:12:22
297,custodian@financegroup.com,compliance@bank.com,Settlement Instruction - Equity Trade,"Dear Risk Management,

Please ensure the reporting of trade T751650 under regulatory guidelines before 2025-02-19.

Thanks,
custodian@financegroup.com",2025-02-07 07:12:22
298,custodian@financegroup.com,compliance@bank.com,Regulatory Compliance: Transaction Reporting,"Hi Team,

The trade ID T637539 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
custodian@financegroup.com",2025-01-22 07:12:22
299,tradingdesk@bank.com,traders@investmentfirm.com,Trade Confirmation for ISIN XX1234567890,"Attention Operations,

A corporate action has been announced for ISIN XX8835844772. Please find details attached.

Best,
settlements@bank.com",2025-01-22 07:12:22
300,custodian@financegroup.com,risk_mgmt@bank.com,Trade Confirmation for ISIN XX1234567890,"Hello,

Kindly process the settlement instruction for trade reference T218926 on settlement date 2025-02-09. Attached are the details.

Thanks,
operations@clearinghouse.com",2025-02-13 07:12:22
301,tradingdesk@bank.com,risk_mgmt@bank.com,Corporate Action Notification - Mandatory Event,"Dear Team,

Please confirm the settlement of trade ID T606720 for ISIN XX6016893593 with counterparty Clearing House C. Settlement date: 2025-02-26.

Best regards,
tradingdesk@bank.com",2025-01-30 07:12:22
302,operations@clearinghouse.com,ops_team@bank.com,Dispute Resolution - Mismatched Settlement Date,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T969404. Please review the attached report and advise on corrective action.

Regards,
operations@clearinghouse.com",2025-01-26 07:12:22
303,tradingdesk@bank.com,compliance@bank.com,Trade Confirmation for ISIN XX1234567890,"Hi Team,

The trade ID T986089 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
operations@clearinghouse.com",2025-02-04 07:12:22
304,operations@clearinghouse.com,compliance@bank.com,Trade Amendment Request,"Dear Risk Management,

Please ensure the reporting of trade T635293 under regulatory guidelines before 2025-02-22.

Thanks,
custodian@financegroup.com",2025-02-07 07:12:22
305,custodian@financegroup.com,compliance@bank.com,Trade Amendment Request,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T947597. Please review the attached report and advise on corrective action.

Regards,
operations@clearinghouse.com",2025-01-22 07:12:22
306,custodian@financegroup.com,compliance@bank.com,Trade Amendment Request,"Hello,

Kindly process the settlement instruction for trade reference T354505 on settlement date 2025-02-22. Attached are the details.

Thanks,
custodian@financegroup.com",2025-02-13 07:12:22
307,operations@clearinghouse.com,risk_mgmt@bank.com,Regulatory Compliance: Transaction Reporting,"Attention Operations,

A corporate action has been announced for ISIN XX6451698344. Please find details attached.

Best,
custodian@financegroup.com",2025-01-27 07:12:22
308,tradingdesk@bank.com,traders@investmentfirm.com,Collateral Movement Confirmation,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T160232. Please review the attached report and advise on corrective action.

Regards,
settlements@bank.com",2025-02-14 07:12:22
309,operations@clearinghouse.com,traders@investmentfirm.com,Dispute Resolution - Mismatched Settlement Date,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T835429. Please review the attached report and advise on corrective action.

Regards,
tradingdesk@bank.com",2025-01-30 07:12:22
310,settlements@bank.com,compliance@bank.com,Collateral Movement Confirmation,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T699503. Please review the attached report and advise on corrective action.

Regards,
custodian@financegroup.com",2025-01-30 07:12:22
311,tradingdesk@bank.com,traders@investmentfirm.com,Collateral Movement Confirmation,"Dear Risk Management,

Please ensure the reporting of trade T466386 under regulatory guidelines before 2025-02-20.

Thanks,
tradingdesk@bank.com",2025-02-13 07:12:22
312,tradingdesk@bank.com,risk_mgmt@bank.com,Corporate Action Notification - Mandatory Event,"Hello,

Kindly process the settlement instruction for trade reference T906058 on settlement date 2025-02-28. Attached are the details.

Thanks,
tradingdesk@bank.com",2025-01-23 07:12:22
313,tradingdesk@bank.com,traders@investmentfirm.com,Urgent: Failed Settlement Alert,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T604538. Please review the attached report and advise on corrective action.

Regards,
settlements@bank.com",2025-02-06 07:12:22
314,settlements@bank.com,ops_team@bank.com,Trade Amendment Request,"Dear Risk Management,

Please ensure the reporting of trade T219778 under regulatory guidelines before 2025-02-21.

Thanks,
tradingdesk@bank.com",2025-02-12 07:12:22
315,operations@clearinghouse.com,ops_team@bank.com,Regulatory Compliance: Transaction Reporting,"Hi Team,

The trade ID T815267 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
tradingdesk@bank.com",2025-01-20 07:12:22
316,settlements@bank.com,compliance@bank.com,Settlement Instruction - Equity Trade,"Dear Team,

Please confirm the settlement of trade ID T255821 for ISIN XX4146699740 with counterparty Bank A. Settlement date: 2025-02-13.

Best regards,
operations@clearinghouse.com",2025-02-03 07:12:22
317,custodian@financegroup.com,ops_team@bank.com,Dispute Resolution - Mismatched Settlement Date,"Hi Team,

The trade ID T110255 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
operations@clearinghouse.com",2025-02-03 07:12:22
318,tradingdesk@bank.com,traders@investmentfirm.com,Trade Amendment Request,"Attention Operations,

A corporate action has been announced for ISIN XX9001765428. Please find details attached.

Best,
settlements@bank.com",2025-02-13 07:12:22
319,tradingdesk@bank.com,compliance@bank.com,Trade Confirmation for ISIN XX1234567890,"Hello,

Kindly process the settlement instruction for trade reference T427480 on settlement date 2025-02-10. Attached are the details.

Thanks,
tradingdesk@bank.com",2025-01-19 07:12:22
320,custodian@financegroup.com,traders@investmentfirm.com,Urgent: Failed Settlement Alert,"Hello,

Kindly process the settlement instruction for trade reference T461190 on settlement date 2025-02-14. Attached are the details.

Thanks,
operations@clearinghouse.com",2025-02-07 07:12:22
321,custodian@financegroup.com,traders@investmentfirm.com,Collateral Movement Confirmation,"Hello,

Kindly process the settlement instruction for trade reference T794772 on settlement date 2025-02-27. Attached are the details.

Thanks,
operations@clearinghouse.com",2025-02-09 07:12:22
322,settlements@bank.com,ops_team@bank.com,Collateral Movement Confirmation,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T912539. Please review the attached report and advise on corrective action.

Regards,
operations@clearinghouse.com",2025-01-20 07:12:22
323,tradingdesk@bank.com,compliance@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Dear Team,

Please confirm the settlement of trade ID T767790 for ISIN XX3371196852 with counterparty Clearing House C. Settlement date: 2025-02-13.

Best regards,
settlements@bank.com",2025-01-29 07:12:22
324,operations@clearinghouse.com,compliance@bank.com,Trade Confirmation for ISIN XX1234567890,"Attention Operations,

A corporate action has been announced for ISIN XX8098904678. Please find details attached.

Best,
tradingdesk@bank.com",2025-01-19 07:12:22
325,settlements@bank.com,risk_mgmt@bank.com,Request for SSI (Standard Settlement Instructions) Update,"Attention Operations,

A corporate action has been announced for ISIN XX8960802616. Please find details attached.

Best,
operations@clearinghouse.com",2025-02-07 07:12:22
326,tradingdesk@bank.com,ops_team@bank.com,Trade Confirmation for ISIN XX1234567890,"Hi Team,

The trade ID T652818 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
tradingdesk@bank.com",2025-02-16 07:12:22
327,custodian@financegroup.com,traders@investmentfirm.com,Collateral Movement Confirmation,"Dear Team,

Please confirm the settlement of trade ID T491559 for ISIN XX3297384170 with counterparty Bank A. Settlement date: 2025-02-26.

Best regards,
settlements@bank.com",2025-01-22 07:12:22
328,operations@clearinghouse.com,risk_mgmt@bank.com,Dispute Resolution - Mismatched Settlement Date,"Hello,

Kindly process the settlement instruction for trade reference T655362 on settlement date 2025-02-24. Attached are the details.

Thanks,
operations@clearinghouse.com",2025-02-02 07:12:22
329,tradingdesk@bank.com,ops_team@bank.com,Settlement Instruction - Equity Trade,"Dear Risk Management,

Please ensure the reporting of trade T658909 under regulatory guidelines before 2025-02-20.

Thanks,
custodian@financegroup.com",2025-01-22 07:12:22
330,operations@clearinghouse.com,risk_mgmt@bank.com,Dispute Resolution - Mismatched Settlement Date,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T350576. Please review the attached report and advise on corrective action.

Regards,
custodian@financegroup.com",2025-02-15 07:12:22
331,operations@clearinghouse.com,risk_mgmt@bank.com,Request for SSI (Standard Settlement Instructions) Update,"Attention Operations,

A corporate action has been announced for ISIN XX3293474781. Please find details attached.

Best,
custodian@financegroup.com",2025-02-01 07:12:22
332,custodian@financegroup.com,ops_team@bank.com,Request for SSI (Standard Settlement Instructions) Update,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T271151. Please review the attached report and advise on corrective action.

Regards,
operations@clearinghouse.com",2025-02-16 07:12:22
333,operations@clearinghouse.com,ops_team@bank.com,Corporate Action Notification - Mandatory Event,"Dear Team,

Please confirm the settlement of trade ID T905446 for ISIN XX9182303005 with counterparty Investment Firm B. Settlement date: 2025-02-21.

Best regards,
settlements@bank.com",2025-02-03 07:12:22
334,custodian@financegroup.com,traders@investmentfirm.com,Trade Confirmation for ISIN XX1234567890,"Hello,

Kindly process the settlement instruction for trade reference T577648 on settlement date 2025-02-16. Attached are the details.

Thanks,
operations@clearinghouse.com",2025-02-01 07:12:22
335,settlements@bank.com,ops_team@bank.com,Corporate Action Notification - Mandatory Event,"Dear Risk Management,

Please ensure the reporting of trade T618159 under regulatory guidelines before 2025-02-23.

Thanks,
settlements@bank.com",2025-02-17 07:12:22
336,operations@clearinghouse.com,risk_mgmt@bank.com,Corporate Action Notification - Mandatory Event,"Hi Team,

The trade ID T358079 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
operations@clearinghouse.com",2025-01-19 07:12:22
337,settlements@bank.com,traders@investmentfirm.com,Trade Amendment Request,"Attention Operations,

A corporate action has been announced for ISIN XX8023877816. Please find details attached.

Best,
custodian@financegroup.com",2025-02-13 07:12:22
338,operations@clearinghouse.com,ops_team@bank.com,Regulatory Compliance: Transaction Reporting,"Hello,

Kindly process the settlement instruction for trade reference T667739 on settlement date 2025-02-20. Attached are the details.

Thanks,
tradingdesk@bank.com",2025-02-14 07:12:22
339,settlements@bank.com,traders@investmentfirm.com,Reconciliation Query - Discrepancy in Trade Settlement,"Hi Team,

The trade ID T107775 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
operations@clearinghouse.com",2025-01-30 07:12:22
340,tradingdesk@bank.com,traders@investmentfirm.com,Reconciliation Query - Discrepancy in Trade Settlement,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T318567. Please review the attached report and advise on corrective action.

Regards,
tradingdesk@bank.com",2025-02-10 07:12:22
341,operations@clearinghouse.com,compliance@bank.com,Trade Confirmation for ISIN XX1234567890,"Hello,

Kindly process the settlement instruction for trade reference T768125 on settlement date 2025-02-19. Attached are the details.

Thanks,
custodian@financegroup.com",2025-01-19 07:12:22
342,custodian@financegroup.com,ops_team@bank.com,Trade Confirmation for ISIN XX1234567890,"Hello,

Kindly process the settlement instruction for trade reference T531970 on settlement date 2025-02-27. Attached are the details.

Thanks,
tradingdesk@bank.com",2025-01-30 07:12:22
343,tradingdesk@bank.com,traders@investmentfirm.com,Corporate Action Notification - Mandatory Event,"Hi Team,

The trade ID T936689 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
operations@clearinghouse.com",2025-02-04 07:12:22
344,operations@clearinghouse.com,compliance@bank.com,Corporate Action Notification - Mandatory Event,"Dear Risk Management,

Please ensure the reporting of trade T753038 under regulatory guidelines before 2025-02-22.

Thanks,
settlements@bank.com",2025-01-29 07:12:22
345,custodian@financegroup.com,compliance@bank.com,Urgent: Failed Settlement Alert,"Hello,

Kindly process the settlement instruction for trade reference T701118 on settlement date 2025-02-26. Attached are the details.

Thanks,
operations@clearinghouse.com",2025-02-16 07:12:22
346,settlements@bank.com,ops_team@bank.com,Collateral Movement Confirmation,"Dear Team,

Please confirm the settlement of trade ID T988022 for ISIN XX1790467909 with counterparty Investment Firm B. Settlement date: 2025-02-20.

Best regards,
custodian@financegroup.com",2025-02-09 07:12:22
347,custodian@financegroup.com,ops_team@bank.com,Trade Amendment Request,"Hello,

Kindly process the settlement instruction for trade reference T663559 on settlement date 2025-02-20. Attached are the details.

Thanks,
settlements@bank.com",2025-02-15 07:12:22
348,settlements@bank.com,compliance@bank.com,Regulatory Compliance: Transaction Reporting,"Dear Team,

Please confirm the settlement of trade ID T833834 for ISIN XX6326206880 with counterparty Clearing House C. Settlement date: 2025-02-13.

Best regards,
operations@clearinghouse.com",2025-01-22 07:12:22
349,tradingdesk@bank.com,risk_mgmt@bank.com,Settlement Instruction - Equity Trade,"Dear Risk Management,

Please ensure the reporting of trade T906373 under regulatory guidelines before 2025-02-21.

Thanks,
settlements@bank.com",2025-01-20 07:12:22
350,tradingdesk@bank.com,risk_mgmt@bank.com,Urgent: Failed Settlement Alert,"Hi Team,

The trade ID T382240 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
operations@clearinghouse.com",2025-02-13 07:12:22
351,custodian@financegroup.com,ops_team@bank.com,Trade Confirmation for ISIN XX1234567890,"Hello,

Kindly process the settlement instruction for trade reference T641171 on settlement date 2025-02-14. Attached are the details.

Thanks,
tradingdesk@bank.com",2025-02-10 07:12:22
352,settlements@bank.com,compliance@bank.com,Request for SSI (Standard Settlement Instructions) Update,"Dear Team,

Please confirm the settlement of trade ID T905229 for ISIN XX4491134423 with counterparty Bank A. Settlement date: 2025-02-15.

Best regards,
tradingdesk@bank.com",2025-01-27 07:12:22
353,custodian@financegroup.com,compliance@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Hello,

Kindly process the settlement instruction for trade reference T546108 on settlement date 2025-02-19. Attached are the details.

Thanks,
operations@clearinghouse.com",2025-01-23 07:12:22
354,operations@clearinghouse.com,compliance@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Dear Risk Management,

Please ensure the reporting of trade T506915 under regulatory guidelines before 2025-02-20.

Thanks,
tradingdesk@bank.com",2025-02-15 07:12:22
355,custodian@financegroup.com,risk_mgmt@bank.com,Regulatory Compliance: Transaction Reporting,"Dear Risk Management,

Please ensure the reporting of trade T145827 under regulatory guidelines before 2025-02-23.

Thanks,
tradingdesk@bank.com",2025-02-04 07:12:22
356,settlements@bank.com,risk_mgmt@bank.com,Dispute Resolution - Mismatched Settlement Date,"Dear Risk Management,

Please ensure the reporting of trade T111240 under regulatory guidelines before 2025-02-22.

Thanks,
tradingdesk@bank.com",2025-02-02 07:12:22
357,settlements@bank.com,traders@investmentfirm.com,Trade Amendment Request,"Dear Team,

Please confirm the settlement of trade ID T193525 for ISIN XX3716477586 with counterparty Bank A. Settlement date: 2025-02-18.

Best regards,
settlements@bank.com",2025-02-12 07:12:22
358,operations@clearinghouse.com,compliance@bank.com,Regulatory Compliance: Transaction Reporting,"Hello,

Kindly process the settlement instruction for trade reference T192846 on settlement date 2025-02-20. Attached are the details.

Thanks,
custodian@financegroup.com",2025-01-26 07:12:22
359,custodian@financegroup.com,compliance@bank.com,Trade Amendment Request,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T756109. Please review the attached report and advise on corrective action.

Regards,
custodian@financegroup.com",2025-02-08 07:12:22
360,settlements@bank.com,compliance@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Dear Team,

Please confirm the settlement of trade ID T989791 for ISIN XX2519474927 with counterparty Clearing House C. Settlement date: 2025-02-18.

Best regards,
operations@clearinghouse.com",2025-01-26 07:12:22
361,tradingdesk@bank.com,compliance@bank.com,Settlement Instruction - Equity Trade,"Hi Team,

The trade ID T182150 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
operations@clearinghouse.com",2025-02-09 07:12:22
362,tradingdesk@bank.com,ops_team@bank.com,Corporate Action Notification - Mandatory Event,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T844833. Please review the attached report and advise on corrective action.

Regards,
tradingdesk@bank.com",2025-01-30 07:12:22
363,settlements@bank.com,traders@investmentfirm.com,Urgent: Failed Settlement Alert,"Dear Risk Management,

Please ensure the reporting of trade T871962 under regulatory guidelines before 2025-02-20.

Thanks,
settlements@bank.com",2025-02-03 07:12:22
364,tradingdesk@bank.com,ops_team@bank.com,Corporate Action Notification - Mandatory Event,"Hello,

Kindly process the settlement instruction for trade reference T462114 on settlement date 2025-02-20. Attached are the details.

Thanks,
operations@clearinghouse.com",2025-01-31 07:12:22
365,custodian@financegroup.com,traders@investmentfirm.com,Trade Confirmation for ISIN XX1234567890,"Hi Team,

The trade ID T713450 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
operations@clearinghouse.com",2025-02-12 07:12:22
366,tradingdesk@bank.com,compliance@bank.com,Collateral Movement Confirmation,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T997810. Please review the attached report and advise on corrective action.

Regards,
tradingdesk@bank.com",2025-01-30 07:12:22
367,operations@clearinghouse.com,compliance@bank.com,Settlement Instruction - Equity Trade,"Dear Compliance,

We have identified a discrepancy in the settlement of trade T560862. Please review the attached report and advise on corrective action.

Regards,
custodian@financegroup.com",2025-01-29 07:12:22
368,custodian@financegroup.com,ops_team@bank.com,Corporate Action Notification - Mandatory Event,"Hi Team,

The trade ID T538508 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
custodian@financegroup.com",2025-01-22 07:12:22
369,settlements@bank.com,ops_team@bank.com,Trade Confirmation for ISIN XX1234567890,"Hello,

Kindly process the settlement instruction for trade reference T496837 on settlement date 2025-02-12. Attached are the details.

Thanks,
operations@clearinghouse.com",2025-02-07 07:12:22
370,settlements@bank.com,ops_team@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Hello,

Kindly process the settlement instruction for trade reference T807377 on settlement date 2025-02-08. Attached are the details.

Thanks,
tradingdesk@bank.com",2025-02-02 07:12:22
371,custodian@financegroup.com,ops_team@bank.com,Reconciliation Query - Discrepancy in Trade Settlement,"Hi Team,

The trade ID T408542 has failed to settle. Please investigate the reason and confirm the resolution plan.

Regards,
settlements@bank.com",2025-01-28 07:12:22
